Name,Platform,Year,Genre,Publisher,Global_Sales,Total_Regional_Sales,Sales_Diff
SCORE International Baja 1000: The Official Game,PS2,2008.0,Racing,Activision,0.01,0.0,0.01
Red Ninja: End of Honor,XB,2005.0,Action,Vivendi Games,0.02,0.01,0.01
Davis Cup Tennis,GBA,2002.0,Sports,Ubisoft,0.02,0.01,0.01
Star Trek: Legacy,PC,2006.0,Simulation,Ubisoft,0.02,0.01,0.01
Judge Dredd: Dredd Vs Death,XB,2003.0,Shooter,Vivendi Games,0.02,0.01,0.01
WTA Tour Tennis,GBA,2002.0,Sports,Konami Digital Entertainment,0.02,0.01,0.01
Dark Void,PC,2010.0,Action,Capcom,0.02,0.01,0.01
LEGO Star Wars: The Video Game,PC,2005.0,Action,Eidos Interactive,0.02,0.01,0.01
Colin McRae Rally 2005,PC,2004.0,Racing,Codemasters,0.02,0.01,0.01
Gears of War,PC,2007.0,Shooter,Microsoft Game Studios,0.02,0.01,0.01
Worms World Party,PC,2001.0,Strategy,Virgin Interactive,0.02,0.01,0.01
Army Men: Major Malfunction,XB,2006.0,Shooter,Global Star,0.02,0.01,0.01
Still Life 2,PC,2009.0,Adventure,Rondomedia,0.02,0.01,0.01
Big Idea's VeggieTales: LarryBoy and the Bad Apple,GBA,2006.0,Action,Crave Entertainment,0.02,0.01,0.01
Puzzle Chronicles,DS,2010.0,Puzzle,Konami Digital Entertainment,0.02,0.01,0.01
Battle Engine Aquila,XB,2003.0,Shooter,Atari,0.02,0.01,0.01
Blazing Angels: Squadrons of WWII,PC,2006.0,Simulation,Ubisoft,0.02,0.01,0.01
Just Cause,PC,2006.0,Action,Eidos Interactive,0.02,0.01,0.01
Summer Challenge: Athletics Tournament,Wii,2011.0,Sports,PQube,0.02,0.01,0.01
LEGO Star Wars II: The Original Trilogy,PC,2006.0,Action,Activision,0.02,0.01,0.01
Postman Pat: Special Delivery Service,DS,2009.0,Misc,GSP,0.02,0.01,0.01
My Ballet Studio,DS,2009.0,Simulation,505 Games,0.02,0.01,0.01
Elven Legacy Collection,PC,2010.0,Strategy,Paradox Interactive,0.02,0.01,0.01
Cookie & Cream,DS,2007.0,Platform,505 Games,0.02,0.01,0.01
Top Gear RPM Tuning,XB,2005.0,Racing,Wanadoo,0.02,0.01,0.01
DJ Star,DS,2009.0,Misc,Deep Silver,0.02,0.01,0.01
Goblin Commander: Unleash the Horde,GC,2003.0,Strategy,Jaleco,0.02,0.01,0.01
Order of War,PC,2009.0,Strategy,Square Enix,0.02,0.01,0.01
Final Fight: Streetwise,XB,2006.0,Action,Capcom,0.02,0.01,0.01
Disciples III: Renaissance,PC,2010.0,Strategy,Kalypso Media,0.02,0.01,0.01
Arslan: The Warriors of Legend,XOne,2016.0,Action,Tecmo Koei,0.02,0.01,0.01
Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010.0,Action,Neko Entertainment,0.02,0.01,0.01
Wall-E,PC,2008.0,Platform,THQ,0.02,0.01,0.01
Pro Rally,GC,2002.0,Racing,Ubisoft,0.02,0.01,0.01
Puzzle Quest: Challenge of the Warlords,PSP,2007.0,Puzzle,D3Publisher,0.02,0.01,0.01
Football Academy,DS,2009.0,Sports,Electronic Arts,0.02,0.01,0.01
GTI Club: Supermini Festa!,Wii,2010.0,Racing,Konami Digital Entertainment,0.02,0.01,0.01
Command & Conquer Collection,PC,2003.0,Strategy,Electronic Arts,0.02,0.01,0.01
Turbo: Super Stunt Squad,3DS,2013.0,Sports,D3Publisher,0.02,0.01,0.01
Majesty 2: The Fantasy Kingdom Sim,PC,2009.0,Simulation,Paradox Interactive,0.02,0.01,0.01
Dead to Rights,GBA,2004.0,Shooter,Zoo Digital Publishing,0.02,0.01,0.01
V-Rally 3,XB,2003.0,Racing,Atari,0.02,0.01,0.01
Elven Legacy,PC,2009.0,Strategy,Paradox Interactive,0.02,0.01,0.01
Contrast,PC,2013.0,Platform,Focus Home Interactive,0.02,0.01,0.01
Transformers: Prime,Wii,2012.0,Action,Activision,0.02,0.01,0.01
DuckTales: Remastered,PC,2013.0,Action,Capcom,0.02,0.01,0.01
Drakensang: The Dark Eye,PC,2009.0,Role-Playing,Eidos Interactive,0.02,0.01,0.01
Germany's Next Topmodel 2011,DS,2011.0,Simulation,7G//AMES,0.02,0.01,0.01
Assault Suit Leynos,PS4,2016.0,Shooter,Rising Star Games,0.02,0.01,0.01
Monster Trux Offroad,Wii,2007.0,Racing,Popcorn Arcade,0.02,0.01,0.01
Joint Operations: Combined Arms,PC,2009.0,Shooter,NovaLogic,0.02,0.01,0.01
FIFA Soccer 08,PC,2007.0,Sports,Electronic Arts,0.02,0.01,0.01
The Dark Hills of Cherai,PC,2009.0,Puzzle,Unknown,0.02,0.01,0.01
Sniper Elite,PC,2005.0,Shooter,MC2 Entertainment,0.02,0.01,0.01
Majesty 2 Collection,PC,2011.0,Strategy,Paradox Interactive,0.02,0.01,0.01
Kao the Kangaroo Round 2,GC,2005.0,Platform,JoWood Productions,0.02,0.01,0.01
Exhibition Volume 6,XB,2004.0,Misc,Microsoft Game Studios,0.02,0.01,0.01
A Vampyre Story,PC,2008.0,Adventure,Crimson Cow,0.02,0.01,0.01
RoboCop,XB,2003.0,Shooter,Titus,0.02,0.01,0.01
Farm Frenzy,PC,2008.0,Strategy,Mumbo Jumbo,0.02,0.01,0.01
Winter Sports 3: The Great Tournament,X360,2010.0,Sports,Tradewest,0.02,0.01,0.01
The Incredibles: Rise of the Underminer,PC,2005.0,Action,THQ,0.02,0.01,0.01
Command & Conquer 4: Tiberian Twilight,PC,2010.0,Strategy,Electronic Arts,0.02,0.01,0.01
Samurai Jack: The Shadow of Aku,GC,2004.0,Action,Sega,0.02,0.01,0.01
Achtung Panzer: Kharkov 1943,PC,2010.0,Strategy,Mamba Games,0.02,0.01,0.01
This War of Mine,PS4,2016.0,Action,Deep Silver,0.02,0.01,0.01
Dead Rising,PS4,2016.0,Action,Capcom,0.02,0.01,0.01
Mission: Impossible - Operation Surma,GC,2004.0,Platform,Atari,0.02,0.01,0.01
Garfield's Nightmare,DS,2007.0,Platform,Game Factory,0.02,0.01,0.01
Blood Bowl: Legendary Edition,PC,2010.0,Sports,Focus Home Interactive,0.02,0.01,0.01
Pirates of the Burning Sea,PC,2008.0,Role-Playing,Koch Media,0.02,0.01,0.01
NEVES,DS,2007.0,Puzzle,Ignition Entertainment,0.02,0.01,0.01
Freestyle Metal X,GC,2003.0,Racing,Midway Games,0.02,0.01,0.01
Micro Machines V4,PSP,2006.0,Racing,Codemasters,0.02,0.01,0.01
MotoGP 14,PSV,2014.0,Racing,Milestone S.r.l.,0.02,0.01,0.01
Bomberman 2,DS,2008.0,Puzzle,Hudson Soft,0.02,0.01,0.01
Peggle Nights,PC,2008.0,Puzzle,PopCap Games,0.02,0.01,0.01
Pulse Racer,XB,2003.0,Racing,Jaleco,0.02,0.01,0.01
ESPN NFL Primetime 2002,XB,2002.0,Sports,Konami Digital Entertainment,0.02,0.01,0.01
Myth Makers: Super Kart GP,Wii,2007.0,Racing,Popcorn Arcade,0.02,0.01,0.01
Rabbids Invasion: The Interactive TV Show,PS4,2014.0,Misc,Ubisoft,0.02,0.01,0.01
Disney Sports Football,GC,2002.0,Sports,Konami Digital Entertainment,0.02,0.01,0.01
Call of Duty: Modern Warfare Trilogy,PS3,2016.0,Shooter,Activision,0.02,0.01,0.01
Command & Conquer 3: Kane's Wrath,PC,2008.0,Strategy,Electronic Arts,0.02,0.01,0.01
Kong: The Animated Series,GBA,2002.0,Action,BAM! Entertainment,0.02,0.01,0.01
Agatha Christie: Death on the Nile,PC,2008.0,Adventure,Big Fish Games,0.02,0.01,0.01
Tiny Toon Adventures: Wacky Stackers,GBA,2001.0,Puzzle,Conspiracy Entertainment,0.02,0.01,0.01
Tomb Raider: Legend,PC,2006.0,Action,Eidos Interactive,0.02,0.01,0.01
Robopon 2: Cross Version,GBA,2001.0,Role-Playing,Hudson Entertainment,0.02,0.01,0.01
SBK09 Superbike World Championship,PS3,2009.0,Racing,Black Bean Games,0.02,0.01,0.01
TMNT: Mutant Melee,XB,2005.0,Fighting,Konami Digital Entertainment,0.02,0.01,0.01
Ozzy & Drix,GBA,2003.0,Platform,Midway Games,0.02,0.01,0.01
Bejeweled Blitz,PC,2010.0,Puzzle,Mastertronic,0.02,0.01,0.01
Disney Sports Basketball,GBA,2002.0,Sports,Konami Digital Entertainment,0.02,0.01,0.01
Airline Tycoon,PC,2000.0,Simulation,Interplay,0.02,0.01,0.01
Ultimate Puzzle Games,GBA,2005.0,Puzzle,Telegames,0.02,0.01,0.01
Space Channel 5: Ulala's Cosmic Attack,GBA,2002.0,Misc,Atari,0.02,0.01,0.01
The Hustle: Detroit Streets,XB,2006.0,Sports,Activision,0.02,0.01,0.01
Barbie as the Princess and the Pauper,GBA,2004.0,Adventure,Vivendi Games,0.02,0.01,0.01
Broken Sword: The Sleeping Dragon,XB,2003.0,Adventure,THQ,0.02,0.01,0.01
Motocross Mania 3,XB,2005.0,Racing,Take-Two Interactive,0.02,0.01,0.01
Unreal Tournament 2004,PC,2004.0,Shooter,Atari,0.02,0.01,0.01
Post Mortem,PC,2003.0,Adventure,Microids,0.02,0.01,0.01
Super Fruit Fall,Wii,2006.0,Puzzle,System 3 Arcade Software,0.02,0.01,0.01
Pump It Up: Exceed,XB,2005.0,Misc,Mastiff,0.02,0.01,0.01
The Sims 2: Family Fun Stuff,PC,2006.0,Simulation,Electronic Arts,0.02,0.01,0.01
Cabbage Patch Kids: The Patch Puppy Rescue,GBA,2007.0,Misc,D3Publisher,0.02,0.01,0.01
Painkiller: Hell & Damnation,X360,2013.0,Shooter,Nordic Games,0.02,0.01,0.01
Nervous Brickdown,DS,2007.0,Puzzle,Eidos Interactive,0.02,0.01,0.01
Digimon Rumble Arena 2,XB,2004.0,Fighting,Atari,0.02,0.01,0.01
Rainbow Islands Revolution,DS,2005.0,Platform,Rising Star Games,0.02,0.01,0.01
Lost: Via Domus,PC,2008.0,Action,Ubisoft,0.02,0.01,0.01
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005.0,Platform,Global Star,0.02,0.01,0.01
Dungeons - The Dark Lord,PC,2011.0,Strategy,Kalypso Media,0.02,0.01,0.01
SD Gundam Force,GBA,2004.0,Shooter,Namco Bandai Games,0.02,0.01,0.01
Syberia II,PC,2004.0,Adventure,MC2 Entertainment,0.02,0.01,0.01
Stronghold Legends,PC,2006.0,Strategy,Take-Two Interactive,0.02,0.01,0.01
The Longest Journey,PC,1999.0,Adventure,Empire Interactive,0.02,0.01,0.01
Speed Kings,GC,2003.0,Racing,Acclaim Entertainment,0.02,0.01,0.01
ESPN MLS ExtraTime 2002,XB,2002.0,Sports,Konami Digital Entertainment,0.02,0.01,0.01
Spirits & Spells,GC,2003.0,Platform,Wanadoo,0.02,0.01,0.01
The Cheetah Girls,GBA,2006.0,Misc,Disney Interactive Studios,0.02,0.01,0.01
Charlie's Angels,GC,2003.0,Action,Ubisoft,0.02,0.01,0.01
WRC 2: FIA World Rally Championship,PC,2011.0,Racing,Ubisoft,0.02,0.01,0.01
Teenage Mutant Ninja Turtles Double Pack,GBA,2006.0,Action,Konami Digital Entertainment,0.02,0.01,0.01
Rugby 06,XB,2006.0,Sports,Electronic Arts,0.02,0.01,0.01
Shrek / Shark Tale Game Boy Advance Video,GBA,2006.0,Misc,Hasbro Interactive,0.02,0.01,0.01
Urban Chaos: Riot Response,XB,2006.0,Shooter,Eidos Interactive,0.02,0.01,0.01
Rogue Trooper,XB,2006.0,Shooter,Eidos Interactive,0.02,0.01,0.01
The Mummy,GBA,2002.0,Action,Ubisoft,0.02,0.01,0.01
Legendary,PC,2008.0,Shooter,Atari,0.02,0.01,0.01
Worldwide Soccer Manager 2006,PC,2004.0,Sports,Sega,0.02,0.01,0.01
NHL 2K3,GC,2002.0,Sports,Sega,0.02,0.01,0.01
Adventure Time: The Secret of the Nameless,3DS,2014.0,Adventure,Little Orbit,0.02,0.01,0.01
Games Explosion!,GBA,2006.0,Action,THQ,0.02,0.01,0.01
Race Driver: Create & Race,DS,2007.0,Racing,Codemasters,0.02,0.01,0.01
Professional Farmer 2016,PS4,2015.0,Action,Namco Bandai Games,0.02,0.01,0.01
RollerCoaster Tycoon: Gold Edition,PC,2002.0,Strategy,Infogrames,0.02,0.01,0.01
Online Chess Kingdoms,PSP,2006.0,Misc,Konami Digital Entertainment,0.02,0.01,0.01
Rayman 10th Anniversary,GBA,2005.0,Platform,Ubisoft,0.02,0.01,0.01
Magic Encyclopedia: Moonlight,DS,2010.0,Misc,Foreign Media Games,0.02,0.01,0.01
Powerbike,DS,2009.0,Racing,Majesco Entertainment,0.02,0.01,0.01
The Sims 4: Luxury Party Stuff,PC,2015.0,Simulation,Electronic Arts,0.02,0.01,0.01
Pippa Funnell 2: Farm Adventures,DS,2007.0,Simulation,Ubisoft,0.02,0.01,0.01
Truck Racer,Wii,2009.0,Racing,Nordic Games,0.02,0.01,0.01
Antz Extreme Racing,XB,2002.0,Racing,Empire Interactive,0.02,0.01,0.01
Dragon Tales: Dragon Adventures,GBA,2003.0,Platform,NewKidCo,0.02,0.01,0.01
Evil Genius,PC,2004.0,Strategy,Vivendi Games,0.02,0.01,0.01
Trigger Man,GC,2004.0,Shooter,Crave Entertainment,0.02,0.01,0.01
Enemy Territory: Quake Wars,PC,2007.0,Shooter,Activision,0.02,0.01,0.01
Robopon 2: Ring Version,GBA,2001.0,Role-Playing,Hudson Entertainment,0.02,0.01,0.01
Hummer Badlands,XB,2006.0,Racing,Global Star,0.02,0.01,0.01
Pillars of Eternity,PC,2014.0,Role-Playing,Paradox Interactive,0.02,0.01,0.01
Space Invaders Revolution,DS,2005.0,Shooter,Rising Star Games,0.02,0.01,0.01
Xblaze: Lost Memories,PS3,2015.0,Adventure,Arc System Works,0.02,0.01,0.01
IGT Slots: Lucky Larry's Lobstermania,PC,2011.0,Simulation,Masque Publishing,0.02,0.01,0.01
Sengoku,PC,2011.0,Strategy,Paradox Interactive,0.02,0.01,0.01
Lotus Challenge,GC,2004.0,Racing,Ignition Entertainment,0.02,0.01,0.01
Curse of the Amsterdam Diamond,DS,2012.0,Puzzle,Easy Interactive,0.02,0.01,0.01
Ship Simulator 2008,PC,2007.0,Simulation,Lighthouse Interactive,0.02,0.01,0.01
Barbie and Her Sisters Puppy Rescue,PS3,2015.0,Action,Namco Bandai Games,0.02,0.01,0.01
Imperium Romanum,PC,2008.0,Strategy,Kalypso Media,0.02,0.01,0.01
Farming Simulator 2014,PSV,2014.0,Simulation,Focus Home Interactive,0.02,0.01,0.01
Drone Tactics,DS,2007.0,Strategy,Success,0.02,0.01,0.01
Guild Wars: Factions,PC,2006.0,Role-Playing,NCSoft,0.02,0.01,0.01
IHRA Drag Racing: Sportsman Edition,XB,2006.0,Racing,Bethesda Softworks,0.02,0.01,0.01
Touhou Genso Rondo: Bullet Ballet,PS4,2016.0,Shooter,Nippon Ichi Software,0.02,0.01,0.01
UNO 52,DS,2006.0,Misc,Zoo Digital Publishing,0.02,0.01,0.01
Myst,PSP,2006.0,Adventure,Midway Games,0.02,0.01,0.01
You Don't Know Jack,PC,1995.0,Misc,Vivendi Games,0.02,0.01,0.01
My DoItAll,DS,2009.0,Misc,Tomy Corporation,0.03,0.02,0.009999999999999998
Kung Fu Panda: Legendary Warriors,DS,2008.0,Action,Activision,0.03,0.02,0.009999999999999998
Jack Keane,PC,2008.0,Adventure,Kalypso Media,0.03,0.02,0.009999999999999998
Syberia,PC,2002.0,Action,Microids,0.03,0.02,0.009999999999999998
Culdcept,PS2,2002.0,Strategy,Sega,0.03,0.02,0.009999999999999998
Monster Mayhem: Build and Battle,Wii,2009.0,Simulation,Zushi Games,0.03,0.02,0.009999999999999998
I Heart Geeks,DS,2011.0,Puzzle,CDV Software Entertainment,0.03,0.02,0.009999999999999998
007: Quantum of Solace,PC,2008.0,Action,Activision,0.03,0.02,0.009999999999999998
Petz: Dolphinz Encounter,DS,2009.0,Simulation,Ubisoft,0.03,0.02,0.009999999999999998
Terraria,WiiU,2016.0,Action,505 Games,0.03,0.02,0.009999999999999998
NatGeo Challenge! Wild Life,X360,2010.0,Misc,Black Bean Games,0.03,0.02,0.009999999999999998
Kawasaki Snowmobiles,Wii,2008.0,Racing,Metro 3D,0.03,0.02,0.009999999999999998
Magicka Collection,PC,2011.0,Adventure,Unknown,0.03,0.02,0.009999999999999998
DICE: DNA Integrated Cybernetic Enterprises,PS2,2005.0,Shooter,Namco Bandai Games,0.03,0.02,0.009999999999999998
Battlefield 1942: The WW II Anthology,PC,2004.0,Shooter,Electronic Arts,0.03,0.02,0.009999999999999998
Driver: Parallel Lines,Wii,2007.0,Racing,Ubisoft,0.03,0.02,0.009999999999999998
SWAT 4,PC,2005.0,Shooter,Vivendi Games,0.03,0.02,0.009999999999999998
Doom,PC,1992.0,Shooter,id Software,0.03,0.02,0.009999999999999998
Imagine: Sweet 16,DS,2010.0,Simulation,Ubisoft,0.03,0.02,0.009999999999999998
Attack on Titan (KOEI),XOne,2016.0,Action,Tecmo Koei,0.03,0.02,0.009999999999999998
Metal Saga,PS2,2005.0,Role-Playing,Success,0.03,0.02,0.009999999999999998
Dungeon Siege II,PC,2005.0,Role-Playing,Microsoft Game Studios,0.03,0.02,0.009999999999999998
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015.0,Role-Playing,Idea Factory,0.03,0.02,0.009999999999999998
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015.0,Action,Activision,0.03,0.02,0.009999999999999998
Ducati Moto,DS,2008.0,Racing,Vir2L Studios,0.03,0.02,0.009999999999999998
The Lord of the Rings: Conquest,PC,2009.0,Action,Electronic Arts,0.03,0.02,0.009999999999999998
Turbo: Super Stunt Squad,WiiU,2013.0,Sports,D3Publisher,0.03,0.02,0.009999999999999998
Marker Man Adventures,DS,2009.0,Platform,Majesco Entertainment,0.03,0.02,0.009999999999999998
Open Season,PS2,2006.0,Platform,Ubisoft,0.03,0.02,0.009999999999999998
Doki Oki,PS,1995.0,Adventure,Banpresto,0.03,0.02,0.009999999999999998
Ratatouille,PC,2007.0,Action,THQ,0.03,0.02,0.009999999999999998
War Gods,PS,1996.0,Fighting,GT Interactive,0.03,0.02,0.009999999999999998
Rock 'N' Roll Adventures,Wii,2007.0,Platform,Popcorn Arcade,0.03,0.02,0.009999999999999998
NBA 2K13,PC,2012.0,Sports,Take-Two Interactive,0.03,0.02,0.009999999999999998
Napoleon Dynamite: The Game,DS,2007.0,Puzzle,Crave Entertainment,0.03,0.02,0.009999999999999998
Psycho-Pass: Mandatory Happiness,PS4,2016.0,Adventure,Nippon Ichi Software,0.03,0.02,0.009999999999999998
R-Type Delta,PS,1998.0,Shooter,Irem Software Engineering,0.03,0.02,0.009999999999999998
Away: Shuffle Dungeon,DS,2008.0,Role-Playing,Majesco Entertainment,0.03,0.02,0.009999999999999998
Section 8,PC,2009.0,Shooter,SouthPeak Games,0.03,0.02,0.009999999999999998
S.L.A.I.: Steel Lancer Arena International,PS2,2005.0,Simulation,Konami Digital Entertainment,0.03,0.02,0.009999999999999998
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,2006.0,Role-Playing,Marvelous Interactive,0.03,0.02,0.009999999999999998
Bode Miller Alpine Skiing,PS2,2006.0,Sports,Valcon Games,0.03,0.02,0.009999999999999998
Graffiti Kingdom,PS2,2004.0,Role-Playing,505 Games,0.03,0.02,0.009999999999999998
The Peanuts Movie: Snoopy's Grand Adventure,X360,2015.0,Action,Activision,0.03,0.02,0.009999999999999998
Jurassic Park: Operation Genesis,PC,2003.0,Simulation,Vivendi Games,0.03,0.02,0.009999999999999998
101-in-1 Sports Party Megamix,Wii,2010.0,Sports,Nordcurrent,0.03,0.02,0.009999999999999998
LEGO Pirates of the Caribbean: The Video Game,PC,2011.0,Action,Disney Interactive Studios,0.03,0.02,0.009999999999999998
Tank Beat,DS,2006.0,Strategy,Midas Interactive Entertainment,0.03,0.02,0.009999999999999998
Ocean Commander,Wii,2009.0,Simulation,Valcon Games,0.03,0.02,0.009999999999999998
Power Rangers Super Megaforce,3DS,2014.0,Action,Namco Bandai Games,0.03,0.02,0.009999999999999998
Judge Dredd: Dredd Vs Death,PS2,2003.0,Shooter,BAM! Entertainment,0.03,0.02,0.009999999999999998
X-Men Origins: Wolverine - Uncaged Edition,PC,2009.0,Action,Activision,0.03,0.02,0.009999999999999998
Pitball,PS,1996.0,Sports,Time Warner Interactive,0.03,0.02,0.009999999999999998
Battlefield 1942,PC,2002.0,Shooter,Electronic Arts,0.03,0.02,0.009999999999999998
Neverwinter Nights 2,PC,2006.0,Role-Playing,Atari,0.03,0.02,0.009999999999999998
Battlestations: Pacific,PC,2009.0,Strategy,Eidos Interactive,0.03,0.02,0.009999999999999998
Jewel Match 2,DS,2012.0,Puzzle,Easy Interactive,0.03,0.02,0.009999999999999998
Let's Dance with Mel B,Wii,2011.0,Sports,Black Bean Games,0.03,0.02,0.009999999999999998
River King: Wonderful Journey,PS2,2005.0,Sports,505 Games,0.03,0.02,0.009999999999999998
MySims,PC,2008.0,Simulation,Electronic Arts,0.03,0.02,0.009999999999999998
Disney Planes Fire & Rescue,WiiU,2014.0,Action,Disney Interactive Studios,0.03,0.02,0.009999999999999998
Under the Skin,PS2,2004.0,Action,Capcom,0.03,0.02,0.009999999999999998
The Settlers II 10th Anniversary,PC,2006.0,Action,Ubisoft,0.03,0.02,0.009999999999999998
Battlefield Vietnam,PC,2004.0,Shooter,Electronic Arts,0.03,0.02,0.009999999999999998
Aegis of Earth: Protonovus Assault,PS3,2016.0,Action,PQube,0.03,0.02,0.009999999999999998
Totally Spies! Totally Party,PC,2008.0,Misc,Ubisoft,0.03,0.02,0.009999999999999998
Age of Conan: Rise of the Godslayer,PC,2010.0,Role-Playing,Funcom,0.03,0.02,0.009999999999999998
Warship Gunner 2,PS2,2006.0,Simulation,Tecmo Koei,0.03,0.02,0.009999999999999998
Battlefield 2142,PC,2006.0,Shooter,Electronic Arts,0.03,0.02,0.009999999999999998
King Arthur II,PC,2011.0,Strategy,Paradox Interactive,0.03,0.02,0.009999999999999998
Pro Evolution Soccer 2012,3DS,2011.0,Action,Konami Digital Entertainment,0.03,0.02,0.009999999999999998
Poy Poy,PS,1997.0,Action,Konami Digital Entertainment,0.03,0.02,0.009999999999999998
Jewel Quest 5: The Sleepless Star,DS,2012.0,Action,Licensed 4U,0.03,0.02,0.009999999999999998
Pro Evolution Soccer 2017,XOne,2016.0,Sports,Konami Digital Entertainment,0.03,0.02,0.009999999999999998
Hermie Hopperhead: Scrap Panic,PS,1995.0,Platform,Sony Computer Entertainment,0.03,0.02,0.009999999999999998
Rugby League Live,X360,2010.0,Sports,Home Entertainment Suppliers,0.03,0.02,0.009999999999999998
Bully: Scholarship Edition,PC,2008.0,Action,Take-Two Interactive,0.03,0.02,0.009999999999999998
My Ballet Studio,Wii,2009.0,Simulation,505 Games,0.03,0.02,0.009999999999999998
Guild Wars,PC,2005.0,Role-Playing,NCSoft,0.03,0.02,0.009999999999999998
Max Payne 2: The Fall of Max Payne,PC,2003.0,Shooter,Take-Two Interactive,0.03,0.02,0.009999999999999998
Battlezone,PSP,2006.0,Shooter,Atari,0.03,0.02,0.009999999999999998
Star Wars The Clone Wars: Republic Heroes,PC,2009.0,Action,LucasArts,0.03,0.02,0.009999999999999998
D1 Professional Drift Grand Prix Series,PS2,2005.0,Racing,Yuke's,0.03,0.02,0.009999999999999998
Nanotek Warrior,PS,1997.0,Shooter,Virgin Interactive,0.03,0.02,0.009999999999999998
Neverwinter Nights Diamond,PC,2004.0,Role-Playing,Atari,0.03,0.02,0.009999999999999998
Star Trek: The Game,PC,2013.0,Action,Namco Bandai Games,0.03,0.02,0.009999999999999998
My Frogger: Toy Trials,DS,2006.0,Action,Konami Digital Entertainment,0.03,0.02,0.009999999999999998
Farm Frenzy 3,DS,2011.0,Strategy,Unknown,0.03,0.02,0.009999999999999998
HotBrain,PSP,2007.0,Puzzle,Midway Games,0.03,0.02,0.009999999999999998
Let's Play Ballerina,Wii,2010.0,Sports,Deep Silver,0.03,0.02,0.009999999999999998
The Sims 2: Bon Voyage,PC,2007.0,Simulation,Electronic Arts,0.03,0.02,0.009999999999999998
Cabela's Big Game Hunter: Pro Hunts,X360,2014.0,Shooter,Activision,0.03,0.02,0.009999999999999998
3DS Classic Collection,3DS,2016.0,Misc,Sega,0.03,0.02,0.009999999999999998
Prince of Persia (2008),PC,2008.0,Action,Ubisoft,0.03,0.02,0.009999999999999998
GRID Autosport,PC,2014.0,Racing,Codemasters,0.03,0.02,0.009999999999999998
TV Total Events,Wii,2011.0,Misc,7G//AMES,0.03,0.02,0.009999999999999998
Cossacks: European Wars,PC,2001.0,Strategy,Strategy First,0.03,0.02,0.009999999999999998
Bigfoot King of Crush,Wii,2011.0,Racing,Zoo Games,0.03,0.02,0.009999999999999998
The Golf Club,XOne,2014.0,Sports,Unknown,0.03,0.02,0.009999999999999998
CID The Dummy,PSP,2009.0,Platform,Oxygen Interactive,0.03,0.02,0.009999999999999998
Secrets of the Titanic,DS,2012.0,Action,Avanquest Software,0.03,0.02,0.009999999999999998
Moto Racer DS,DS,2008.0,Racing,Nobilis,0.03,0.02,0.009999999999999998
Warhammer: Mark of Chaos,PC,2006.0,Strategy,Deep Silver,0.03,0.02,0.009999999999999998
The Adventures of Lomax,PS,1996.0,Platform,Psygnosis,0.03,0.02,0.009999999999999998
Botanicula,PC,2012.0,Adventure,Daedalic Entertainment,0.03,0.02,0.009999999999999998
Gotcha Force,GC,2003.0,Shooter,Capcom,0.03,0.02,0.009999999999999998
1000 Cooking Recipes from ELLE à table,DS,2010.0,Misc,Nintendo,0.03,0.02,0.009999999999999998
Super Monkey Ball Adventure,PS2,2006.0,Platform,Sega,0.03,0.02,0.009999999999999998
My Animal Centre,Wii,2009.0,Simulation,Deep Silver,0.03,0.02,0.009999999999999998
The Croods: Prehistoric Party!,WiiU,2013.0,Misc,D3Publisher,0.03,0.02,0.009999999999999998
Captain Morgane and the Golden Turtle,PC,2012.0,Adventure,Reef Entertainment,0.03,0.02,0.009999999999999998
Backyard NFL Football,Wii,2007.0,Sports,Atari,0.03,0.02,0.009999999999999998
Cake Mania: Baker's Challenge,PS2,2008.0,Puzzle,Destineer,0.03,0.02,0.009999999999999998
Monster High 13 Wishes,WiiU,2013.0,Action,Little Orbit,0.03,0.02,0.009999999999999998
AniMates!,DS,2007.0,Simulation,Lexicon Entertainment,0.03,0.02,0.009999999999999998
The Legend of Korra (3DS),3DS,2014.0,Strategy,Activision,0.03,0.02,0.009999999999999998
Renegade Racers,PS,1999.0,Racing,Interplay,0.03,0.02,0.009999999999999998
CID The Dummy,Wii,2009.0,Platform,Oxygen Interactive,0.03,0.02,0.009999999999999998
Alien Breed Trilogy,X360,2011.0,Shooter,Mastertronic,0.03,0.02,0.009999999999999998
Catan,DS,2009.0,Strategy,CDV Software Entertainment,0.03,0.02,0.009999999999999998
Monsters vs. Aliens,PC,2009.0,Action,Activision,0.03,0.02,0.009999999999999998
Xiaolin Showdown,PSP,2006.0,Action,Konami Digital Entertainment,0.06,0.05,0.009999999999999995
Splat Renegade Paintball,XB,2005.0,Sports,Take-Two Interactive,0.06,0.05,0.009999999999999995
Tom Clancy's Classic Trilogy,XB,2004.0,Shooter,Ubisoft,0.1,0.09000000000000001,0.009999999999999995
Kung Fu Panda: Legendary Warriors,Wii,2008.0,Action,Activision,0.08,0.07,0.009999999999999995
Red Faction: Armageddon,PC,2011.0,Shooter,THQ,0.09,0.08,0.009999999999999995
